Dates	XOM	XOM_Position	INTC	INTC_Position
5/8/1991	14.5625	156	1.6094	200
5/7/1991	14.4063	156	1.5703	200
5/6/1991	14.7188	156	1.5469	200
5/3/1991	14.8125	156	1.5156	200
5/2/1991	14.9063	156	1.5078	200
5/1/1991	15.0938	156	1.5156	200
4/30/1991	14.875	156	1.5391	200
4/29/1991	14.7813	156	1.5742	200
4/26/1991	14.875	156	1.6289	200
4/25/1991	14.7813	156	1.6563	200
4/24/1991	15.2188	156	1.7188	200
4/23/1991	15.2188	156	1.6758	200
4/22/1991	15.0313	156	1.6641	200
4/19/1991	15.0313	156	1.6523	200
4/18/1991	14.9688	156	1.6719	200
4/17/1991	15.0313	156	1.7109	200
4/16/1991	15.0313	156	1.7031	200
4/15/1991	14.875	156	1.6914	200
4/12/1991	14.9375	156	1.6953	200
4/11/1991	14.5625	156	1.625	200
4/10/1991	14.2813	156	1.4844	200
4/9/1991	14.25	156	1.457	200
4/8/1991	14.4063	156	1.5156	200
4/5/1991	14.3438	156	1.5078	200
4/4/1991	14.375	156	1.5391	200
4/3/1991	14.4688	156	1.5313	200
4/2/1991	14.7188	156	1.5156	200
4/1/1991	14.375	156	1.4844	200
3/28/1991	14.625	156	1.4609	200
3/27/1991	14.5938	156	1.4844	200
3/26/1991	14.875	156	1.4688	200
3/25/1991	14.7813	156	1.3789	200
3/22/1991	14.4688	156	1.3672	200
3/21/1991	14.3125	156	1.3906	200
3/20/1991	14.2813	156	1.4414	200
3/19/1991	14.0938	156	1.4141	200
3/18/1991	14.0938	156	1.4688	200
3/15/1991	14.2813	156	1.4766	200
3/14/1991	14.25	156	1.4844	200
3/13/1991	14.3125	156	1.4883	200
3/12/1991	14.0625	156	1.4141	200
3/11/1991	13.875	156	1.4297	200
3/8/1991	13.8438	156	1.6094	200
3/7/1991	13.8125	156	1.6172	200
3/6/1991	13.7188	156	1.6094	200
3/5/1991	13.7188	156	1.6055	200
3/4/1991	13.6563	156	1.5	200
3/1/1991	13.9375	156	1.4922	200
2/28/1991	13.7813	156	1.4922	200
2/27/1991	13.9375	156	1.5391	200
2/26/1991	13.4375	156	1.5469	200
2/25/1991	13.4688	156	1.5625	200
2/22/1991	13.4375	156	1.5547	200
2/21/1991	13.4688	156	1.5469	200
2/20/1991	13.4063	156	1.5547	200
2/19/1991	13.375	156	1.5625	200
2/15/1991	13.3438	156	1.5234	200
2/14/1991	13.4375	156	1.4766	200
2/13/1991	13.6875	156	1.5	200
2/12/1991	13.3438	156	1.5039	200
2/11/1991	13.625	156	1.5469	200
2/8/1991	13.2813	156	1.5117	200
2/7/1991	13.4375	156	1.5391	200
2/6/1991	13.2188	156	1.5625	200
2/5/1991	12.6563	156	1.5	200
2/4/1991	12.8125	156	1.4688	200
2/1/1991	12.625	156	1.4688	200
1/31/1991	12.9063	156	1.4297	200
1/30/1991	12.9375	156	1.3984	200
1/29/1991	13	156	1.3906	200
1/28/1991	13.125	156	1.375	200
1/25/1991	13.1563	156	1.375	200
1/24/1991	13	156	1.3672	200
1/23/1991	13	156	1.3711	200
1/22/1991	12.7188	156	1.3672	200
1/21/1991	12.8125	156	1.4063	200
1/18/1991	12.9063	156	1.3672	200
1/17/1991	12.7188	156	1.3125	200
1/16/1991	12.4375	156	1.3164	200
1/15/1991	12.4688	156	1.2617	200
1/14/1991	12.5	156	1.2344	200
1/11/1991	12.4688	156	1.2422	200
1/10/1991	12.5938	156	1.2109	200
1/9/1991	12.4688	156	1.1992	200
1/8/1991	12.6875	156	1.1875	200
1/7/1991	12.7188	156	1.1992	200
1/4/1991	12.875	156	1.2109	200
1/3/1991	12.75	156	1.2031	200
1/2/1991	12.6875	156	1.2031	200
12/31/1990	12.9375	156	1.2031	200
12/28/1990	12.9063	156	1.1836	200
12/27/1990	12.8125	156	1.1563	200
12/26/1990	12.9375	156	1.1719	200
12/24/1990	12.8125	156	1.2148	200
12/21/1990	12.6875	156	1.25	200
12/20/1990	12.5938	156	1.2188	200
12/19/1990	12.625	156	1.1797	200
12/18/1990	12.75	156	1.1641	200
12/17/1990	12.75	156	1.1172	200
12/14/1990	12.6875	156	1.125	200
12/13/1990	12.625	156	1.1328	200
12/12/1990	12.5938	156	1.1484	200
12/11/1990	12.4375	156	1.1172	200
12/10/1990	12.4063	156	1.1797	200
12/7/1990	12.3125	156	1.1797	200
12/6/1990	12.4063	156	1.1992	200
12/5/1990	12.5625	156	1.1953	200
12/4/1990	12.5938	156	1.1953	200
12/3/1990	12.6875	156	1.1797	200
11/30/1990	12.6563	156	1.1719	200
11/29/1990	12.5625	156	1.1797	200
11/28/1990	12.5938	156	1.1797	200
11/27/1990	12.5938	156	1.1602	200
11/26/1990	12.75	156	1.125	200
11/23/1990	12.7813	156	1.1094	200
11/21/1990	12.6875	156	1.1328	200
11/20/1990	12.6563	156	1.1484	200
11/19/1990	12.6563	156	1.1641	200
11/16/1990	12.5938	156	1.1563	200
11/15/1990	12.5	156	1.1484	200
11/14/1990	12.5625	156	1.1836	200
11/13/1990	12.5	156	1.1836	200
11/12/1990	12.5625	156	1.1641	200
11/9/1990	12.5938	156	1.125	200
11/8/1990	12.3125	156	1.1016	200
11/7/1990	12.0625	156	1.0781	200
11/6/1990	12.3125	156	1.1289	200
11/5/1990	12.25	156	1.1328	200
11/2/1990	12.4063	156	1.0938	200
11/1/1990	12.4375	156	1.0469	200
10/31/1990	12.25	156	1.0469	200
10/30/1990	12.2188	156	1.0391	200
10/29/1990	11.9063	156	1.0117	200
10/26/1990	11.8125	156	1.0391	200
10/25/1990	11.9375	156	1.0664	200
10/24/1990	12.125	156	1.0938	200
10/23/1990	12.125	156	1.1094	200
10/22/1990	12.4063	156	1.1016	200
10/19/1990	12.4688	156	1.0859	200
10/18/1990	12.125	156	1.0625	200
10/17/1990	12.125	156	1	200
10/16/1990	12.1563	156	0.9688	200
10/15/1990	12.3125	156	0.9805	200
10/12/1990	12.125	156	0.9375	200
10/11/1990	12.0313	156	0.9102	200
10/10/1990	12.1875	156	0.9297	200
10/9/1990	12.4375	156	0.9453	200
10/8/1990	12.5938	156	1.0234	200
10/5/1990	12.4688	156	1.0273	200
10/4/1990	12.5938	156	1.0078	200
10/3/1990	12.4063	156	1.0391	200
10/2/1990	12.375	156	1.0781	200
10/1/1990	12.4063	156	1.0625	200
9/28/1990	12.25	156	1.0391	200
9/27/1990	12.4063	156	1	200
9/26/1990	12.4688	156	1.0234	200
9/25/1990	12.625	156	1.0547	200
9/24/1990	12.625	156	1	200
9/21/1990	12.8125	156	1.0273	200
9/20/1990	12.7813	156	1.0313	200
9/19/1990	12.8125	156	1.0586	200
9/18/1990	12.8125	156	1.0469	200
9/17/1990	12.9063	156	1.0273	200
9/14/1990	12.8438	156	1.0195	200
9/13/1990	12.6875	156	1.0078	200
9/12/1990	12.8438	156	1.0234	200
9/11/1990	12.7188	156	1	200
9/10/1990	12.5938	156	1.0156	200
9/7/1990	12.7188	156	0.9922	200
9/6/1990	12.5938	156	0.9766	200
9/5/1990	12.7188	156	1.0156	200
9/4/1990	12.5313	156	1.0469	200
8/31/1990	12.5	156	1.043	200
8/30/1990	12.2188	156	1.0352	200
8/29/1990	12.4688	156	1.0938	200
8/28/1990	12.5313	156	1.1133	200
8/27/1990	12.4063	156	1.1328	200
8/24/1990	12.2188	156	1.125	200
8/23/1990	12.4063	156	1.0391	200
8/22/1990	12.8438	156	1.0039	200
8/21/1990	12.9688	156	1.0078	200
8/20/1990	13.1875	156	1.0391	200
8/17/1990	13.0313	156	1.0703	200
8/16/1990	12.9375	156	1.125	200
8/15/1990	13	156	1.1563	200
8/14/1990	13.0625	156	1.1563	200
8/13/1990	13.0938	156	1.1953	200
8/10/1990	12.9063	156	1.1953	200
8/9/1990	12.9688	156	1.2266	200
8/8/1990	12.9375	156	1.1602	200
8/7/1990	13.3438	156	1.1836	200
8/6/1990	13.5625	156	1.1641	200
8/3/1990	13.2813	156	1.2266	200
8/2/1990	13.3125	156	1.2578	200
8/1/1990	13.0313	156	1.3281	200
7/31/1990	12.9688	156	1.3906	200
7/30/1990	12.6875	156	1.3555	200
7/27/1990	12.3125	156	1.3594	200
7/26/1990	12.2188	156	1.3672	200
7/25/1990	12.4063	156	1.3594	200
7/24/1990	12.5	156	1.3555	200
7/23/1990	11.9688	156	1.3906	200
7/20/1990	12.1563	156	1.4102	200
7/19/1990	12.5	156	1.4922	200
7/18/1990	12.125	156	1.5156	200
7/17/1990	12.1563	156	1.5781	200
7/16/1990	12.1875	156	1.6016	200
7/13/1990	12.1875	156	1.5625	200
7/12/1990	12.3125	156	1.5234	200
7/11/1990	11.9688	156	1.5	200
7/10/1990	11.6875	156	1.4453	200
7/9/1990	11.8438	156	1.4609	200
7/6/1990	11.9375	156	1.4609	200
7/5/1990	11.6875	156	1.4688	200
7/3/1990	11.8438	156	1.4844	200
7/2/1990	11.9375	156	1.4844	200
6/29/1990	11.9688	156	1.4688	200
6/28/1990	12.0625	156	1.4414	200
6/27/1990	12	156	1.4336	200
6/26/1990	11.75	156	1.4219	200
6/25/1990	11.8125	156	1.4219	200
6/22/1990	11.9688	156	1.4375	200
6/21/1990	12.1563	156	1.4727	200
6/20/1990	11.9688	156	1.4844	200
6/19/1990	11.8438	156	1.4688	200
6/18/1990	11.875	156	1.4688	200
6/15/1990	11.9688	156	1.5078	200
6/14/1990	12.0313	156	1.5	200
6/13/1990	12.0313	156	1.5	200
6/12/1990	12.2188	156	1.4961	200
6/11/1990	11.9688	156	1.4844	200
6/8/1990	11.75	156	1.4531	200
6/7/1990	11.9063	156	1.4648	200
6/6/1990	11.9688	156	1.4922	200
6/5/1990	12.0625	156	1.4727	200
6/4/1990	12.0625	156	1.5156	200
6/1/1990	11.9375	156	1.4844	200
5/31/1990	11.9688	156	1.4766	200
5/30/1990	12	156	1.4961	200
5/29/1990	11.9063	156	1.5195	200
5/25/1990	11.625	156	1.4844	200
5/24/1990	11.7813	156	1.5078	200
5/23/1990	11.8438	156	1.5	200
5/22/1990	11.9375	156	1.4375	200
5/21/1990	11.9688	156	1.4219	200
5/18/1990	11.9375	156	1.4102	200
5/17/1990	11.9688	156	1.4023	200
5/16/1990	11.9688	156	1.3984	200
5/15/1990	11.875	156	1.3906	200
5/14/1990	12	156	1.3906	200
5/11/1990	11.9688	156	1.4063	200
5/10/1990	11.6563	156	1.3594	200
5/9/1990	11.5	156	1.3516	200
5/8/1990	11.4375	156	1.3438	200
5/7/1990	11.625	156	1.3477	200
5/4/1990	11.625	156	1.3203	200
5/3/1990	11.5625	156	1.2813	200
5/2/1990	11.4688	156	1.2578	200
5/1/1990	11.2813	156	1.2383	200
4/30/1990	11.3125	156	1.2344	200
4/27/1990	11.25	156	1.2305	200
4/26/1990	11.4063	156	1.25	200
4/25/1990	11.3125	156	1.2422	200
4/24/1990	11.3125	156	1.2188	200
4/23/1990	11.4375	156	1.2344	200
4/20/1990	11.5938	156	1.25	200
4/19/1990	11.5	156	1.2578	200
4/18/1990	11.375	156	1.2813	200
4/17/1990	11.4375	156	1.3242	200
4/16/1990	11.4063	156	1.3281	200
4/12/1990	11.4375	156	1.3281	200
4/11/1990	11.4063	156	1.3359	200
4/10/1990	11.5	156	1.3203	200
4/9/1990	11.5	156	1.2969	200
4/6/1990	11.5313	156	1.293	200
4/5/1990	11.5625	156	1.3125	200
4/4/1990	11.625	156	1.3281	200
4/3/1990	11.7813	156	1.3203	200
4/2/1990	11.5625	156	1.3008	200
3/30/1990	11.5313	156	1.3047	200
3/29/1990	11.5313	156	1.3086	200
3/28/1990	11.5625	156	1.3281	200
3/27/1990	11.6563	156	1.3438	200
3/26/1990	11.4375	156	1.332	200
3/23/1990	11.5313	156	1.3281	200
3/22/1990	11.5	156	1.3125	200
3/21/1990	11.5625	156	1.3242	200
3/20/1990	11.6875	156	1.3438	200
3/19/1990	11.875	156	1.3594	200
3/16/1990	11.875	156	1.3203	200
3/15/1990	11.7188	156	1.2539	200
3/14/1990	11.625	156	1.2266	200
3/13/1990	11.4063	156	1.2422	200
3/12/1990	11.625	156	1.2539	200
3/9/1990	11.5938	156	1.2656	200
3/8/1990	11.6875	156	1.2539	200
3/7/1990	11.625	156	1.25	200
3/6/1990	11.7813	156	1.2695	200
3/5/1990	11.5625	156	1.2461	200
3/2/1990	11.6875	156	1.2734	200
3/1/1990	11.625	156	1.2695	200
2/28/1990	11.75	156	1.2578	200
2/27/1990	12.0938	156	1.2344	200
2/26/1990	12.0625	156	1.2344	200
2/23/1990	11.7813	156	1.2031	200
2/22/1990	11.7813	156	1.2109	200
2/21/1990	11.9063	156	1.2148	200
2/20/1990	11.8125	156	1.2109	200
2/16/1990	12	156	1.2422	200
2/15/1990	12.125	156	1.2578	200
2/14/1990	11.75	156	1.25	200
2/13/1990	11.75	156	1.2422	200
2/12/1990	11.7813	156	1.2266	200
2/9/1990	12.0625	156	1.2578	200
2/8/1990	12.0313	156	1.2656	200
2/7/1990	12	156	1.2578	200
2/6/1990	11.8125	156	1.25	200
2/5/1990	12	156	1.25	200
2/2/1990	11.9688	156	1.2188	200
2/1/1990	11.75	156	1.2188	200
1/31/1990	11.75	156	1.2344	200
1/30/1990	11.75	156	1.1797	200
1/29/1990	11.75	156	1.1953	200
1/26/1990	11.6875	156	1.2109	200
1/25/1990	11.5	156	1.1953	200
1/24/1990	11.75	156	1.1875	200
1/23/1990	11.7813	156	1.1484	200
1/22/1990	11.75	156	1.1484	200
1/19/1990	12.1563	156	1.1836	200
1/18/1990	12	156	1.1641	200
1/17/1990	11.8438	156	1.1758	200
1/16/1990	12.0313	156	1.1719	200
1/15/1990	12.0938	156	1.1094	200
1/12/1990	11.9375	156	1.1016	200
1/11/1990	12.25	156	1.125	200
1/10/1990	12.1875	156	1.125	200
1/9/1990	12.125	156	1.1563	200
1/8/1990	12.375	156	1.125	200
1/5/1990	12.1875	156	1.1094	200
1/4/1990	12.25	156	1.1172	200
1/3/1990	12.375	156	1.0938	200
1/2/1990	12.5	156	1.125	200
12/29/1989	12.5	156	1.0781	200
12/28/1989	12.5313	156	1.0625	200
12/27/1989	12.625	156	1.0625	200
12/26/1989	12.5313	156	1.0195	200
12/22/1989	12.6563	156	1.0391	200
12/21/1989	12.7188	156	1.043	200
12/20/1989	12.6563	156	0.9844	200
12/19/1989	12.5625	156	0.9688	200
12/18/1989	12.5625	156	0.9414	200
12/15/1989	12.5313	156	0.9609	200
12/14/1989	12.4063	156	0.9805	200
12/13/1989	12.6875	156	1.0078	200
12/12/1989	12.8125	156	1	200
12/11/1989	12.4375	156	1.0117	200
12/8/1989	12.25	156	1.0469	200
12/7/1989	12.1563	156	1.0781	200
12/6/1989	12.0313	156	1.0859	200
12/5/1989	11.9688	156	1.1094	200
12/4/1989	12.0313	156	1.1172	200
12/1/1989	12.0938	156	1.1016	200
11/30/1989	11.8125	156	1.0859	200
11/29/1989	11.75	156	1.0859	200
11/28/1989	11.9688	156	1.0742	200
11/27/1989	11.7188	156	1.0859	200
11/24/1989	11.4688	156	1.0859	200
11/22/1989	11.4688	156	1.0781	200
11/21/1989	11.4375	156	1.0469	200
11/20/1989	11.4375	156	1.0469	200
11/17/1989	11.5625	156	1.0625	200
11/16/1989	11.375	156	1.0469	200
11/15/1989	11.4375	156	1.0547	200
11/14/1989	11.4688	156	1.0313	200
11/13/1989	11.4375	156	1.0352	200
11/10/1989	11.2813	156	1.0273	200
11/9/1989	11.2813	156	1.0078	200
11/8/1989	11.5	156	0.9922	200
11/7/1989	11.4688	156	0.9844	200
11/6/1989	11.5313	156	0.9297	200
11/3/1989	11.5	156	0.957	200
11/2/1989	11.5	156	0.9844	200
11/1/1989	11.4375	156	1.0391	200
10/31/1989	11.5	156	1.0547	200
10/30/1989	11.2813	156	1.0117	200
10/27/1989	11.4375	156	0.9961	200
10/26/1989	11.2188	156	1	200
10/25/1989	11.375	156	1.0273	200
10/24/1989	11.375	156	1.0391	200
10/23/1989	11.4375	156	1.0469	200
10/20/1989	11.5313	156	1.0859	200
10/19/1989	11.4375	156	1.0859	200
10/18/1989	11.4063	156	1.0586	200
10/17/1989	11.375	156	1.0469	200
10/16/1989	11.3438	156	1.0313	200
10/13/1989	11.0625	156	0.9922	200
10/12/1989	11.5938	156	1.0586	200
10/11/1989	11.5313	156	1.0508	200
10/10/1989	11.4375	156	1.0625	200
10/9/1989	11.4063	156	1.082	200
10/6/1989	11.3438	156	1.0469	200
10/5/1989	11.1875	156	1.0313	200
10/4/1989	11.2188	156	1.0156	200
10/3/1989	11.3125	156	0.9922	200
10/2/1989	11.2813	156	1.0117	200
9/29/1989	11.1875	156	1.0078	200
9/28/1989	11.1563	156	1	200
9/27/1989	11.1563	156	0.9922	200
9/26/1989	11.125	156	1.0078	200
9/25/1989	11.1875	156	0.9922	200
9/22/1989	11.3438	156	1	200
9/21/1989	11.25	156	0.9922	200
9/20/1989	11.25	156	0.9688	200
9/19/1989	11.2813	156	0.957	200
9/18/1989	11.2188	156	0.9531	200
9/15/1989	11.2188	156	0.9727	200
9/14/1989	11.1563	156	0.9766	200
9/13/1989	11.1875	156	0.9727	200
9/12/1989	11.3438	156	0.9688	200
9/11/1989	11.1563	156	0.9297	200
9/8/1989	11.0938	156	0.9219	200
9/7/1989	11.0625	156	0.9375	200
9/6/1989	10.9688	156	0.9453	200
9/5/1989	10.9688	156	0.9531	200
9/1/1989	11	156	0.9492	200
8/31/1989	10.9375	156	0.9453	200
8/30/1989	10.9688	156	0.9375	200
8/29/1989	10.9375	156	0.9375	200
8/28/1989	11	156	0.9531	200
8/25/1989	11.0313	156	0.9531	200
8/24/1989	11.0625	156	0.9531	200
8/23/1989	10.9688	156	0.9453	200
8/22/1989	10.875	156	0.9063	200
8/21/1989	10.8125	156	0.8984	200
8/18/1989	10.9375	156	0.9258	200
8/17/1989	10.9375	156	0.9297	200
8/16/1989	11.0938	156	0.9063	200
8/15/1989	11.2813	156	0.9453	200
8/14/1989	11.0625	156	0.9492	200
8/11/1989	10.9063	156	0.9609	200
8/10/1989	11.0625	156	0.9688	200
8/9/1989	11.0313	156	0.9844	200
8/8/1989	11.2188	156	1.0313	200
8/7/1989	11.5	156	1.0234	200
8/4/1989	11.3438	156	0.9844	200
8/3/1989	11.1875	156	0.9609	200
8/2/1989	11.0938	156	0.9336	200
8/1/1989	11.2188	156	0.9375	200
7/31/1989	11.4688	156	0.9453	200
7/28/1989	11.2188	156	0.9297	200
7/27/1989	11.25	156	0.9063	200
7/26/1989	11.125	156	0.8672	200
7/25/1989	11	156	0.8828	200
7/24/1989	11.25	156	0.8906	200
7/21/1989	11.6875	156	0.918	200
7/20/1989	11.4375	156	0.8984	200
7/19/1989	11.5313	156	0.8945	200
7/18/1989	11.3125	156	0.9023	200
7/17/1989	11.4063	156	0.9805	200
7/14/1989	11.4375	156	0.9297	200
7/13/1989	11.25	156	0.9258	200
7/12/1989	11.125	156	0.9297	200
7/11/1989	11.0938	156	0.9297	200
7/10/1989	11.0938	156	0.9375	200
7/7/1989	11	156	0.9063	200
7/6/1989	11	156	0.8828	200
7/5/1989	10.9688	156	0.8828	200
7/3/1989	11	156	0.8945	200
6/30/1989	11	156	0.9063	200
6/29/1989	11.125	156	0.9063	200
6/28/1989	11.2813	156	0.9453	200
6/27/1989	11.4375	156	0.9961	200
6/26/1989	11.3125	156	0.9844	200
6/23/1989	11.1563	156	0.957	200
6/22/1989	11	156	0.9531	200
6/21/1989	11.1563	156	0.9297	200
6/20/1989	11.1563	156	0.9297	200
6/19/1989	11.125	156	0.9375	200
6/16/1989	11.0313	156	0.9336	200
6/15/1989	10.9375	156	0.9375	200
6/14/1989	11.125	156	0.957	200
6/13/1989	11.0625	156	0.9922	200
6/12/1989	11.0625	156	1	200
6/9/1989	10.9688	156	0.9688	200
6/8/1989	10.9375	156	0.9922	200
6/7/1989	11.0625	156	1.0078	200
6/6/1989	11	156	0.9961	200
6/5/1989	10.875	156	0.9766	200
6/2/1989	10.9063	156	1.0469	200
6/1/1989	10.7813	156	1.0352	200
5/31/1989	10.7813	156	1.0234	200
5/30/1989	10.7188	156	1.0117	200
5/26/1989	10.9375	156	0.9844	200
5/25/1989	10.9375	156	0.9922	200
5/24/1989	10.9688	156	0.9922	200
5/23/1989	10.9063	156	0.9766	200
5/22/1989	11.0625	156	1.0078	200
5/19/1989	10.9688	156	1.0234	200
5/18/1989	10.8125	156	1	200
5/17/1989	10.7188	156	0.9922	200
5/16/1989	10.7188	156	0.9609	200
5/15/1989	10.75	156	0.9688	200
5/12/1989	10.7813	156	0.957	200
5/11/1989	10.5	156	0.9219	200
5/10/1989	10.5313	156	0.9219	200
5/9/1989	10.5313	156	0.9102	200
5/8/1989	10.625	156	0.918	200
5/5/1989	10.5938	156	0.9141	200
5/4/1989	10.5938	156	0.918	200
5/3/1989	10.5938	156	0.9219	200
5/2/1989	10.625	156	0.9102	200
5/1/1989	10.7188	156	0.9063	200
4/28/1989	10.7813	156	0.9063	200
4/27/1989	10.8125	156	0.9023	200
4/26/1989	10.7813	156	0.8906	200
4/25/1989	10.9688	156	0.8984	200
4/24/1989	11.1875	156	0.8984	200
4/21/1989	11.1563	156	0.8984	200
4/20/1989	11	156	0.9063	200
4/19/1989	10.8438	156	0.918	200
4/18/1989	10.8438	156	0.9219	200
4/17/1989	10.5313	156	0.9141	200
4/14/1989	10.5	156	0.9297	200
4/13/1989	10.5	156	0.8867	200
4/12/1989	10.5	156	0.8906	200
4/11/1989	10.4375	156	0.8711	200
4/10/1989	10.5	156	0.8281	200
4/7/1989	10.6875	156	0.8281	200
4/6/1989	10.75	156	0.7891	200
4/5/1989	10.875	156	0.793	200
4/4/1989	10.8125	156	0.7891	200
4/3/1989	10.8125	156	0.8086	200
3/31/1989	10.9688	156	0.8203	200
3/30/1989	10.875	156	0.7734	200
3/29/1989	10.9063	156	0.7656	200
3/28/1989	11.0313	156	0.7578	200
3/27/1989	11.125	156	0.7578	200
3/23/1989	11.125	156	0.7578	200
3/22/1989	11.2188	156	0.7344	200
3/21/1989	11.1563	156	0.7461	200
3/20/1989	11.125	156	0.7422	200
3/17/1989	11.2188	156	0.7734	200
3/16/1989	11.5313	156	0.8008	200
3/15/1989	11.375	156	0.7852	200
3/14/1989	11.25	156	0.8047	200
3/13/1989	11.2188	156	0.8359	200
3/10/1989	11.125	156	0.8242	200
3/9/1989	11.25	156	0.8438	200
3/8/1989	11.1875	156	0.8281	200
3/7/1989	11.2188	156	0.8438	200
3/6/1989	11.375	156	0.8438	200
3/3/1989	11.0625	156	0.8203	200
3/2/1989	11.0313	156	0.8281	200
3/1/1989	10.875	156	0.8086	200
2/28/1989	10.9688	156	0.8047	200
2/27/1989	10.9375	156	0.7969	200
2/24/1989	10.8438	156	0.7813	200
2/23/1989	11.0625	156	0.8008	200
2/22/1989	10.9688	156	0.7891	200
2/21/1989	11.125	156	0.8125	200
2/17/1989	11.1875	156	0.8359	200
2/16/1989	11.2188	156	0.8203	200
2/15/1989	11.25	156	0.8203	200
2/14/1989	11.0625	156	0.8203	200
2/13/1989	11.2188	156	0.793	200
2/10/1989	11.125	156	0.7734	200
2/9/1989	11.3438	156	0.8125	200
2/8/1989	11.3125	156	0.8203	200
2/7/1989	11.4063	156	0.8672	200
2/6/1989	11.2813	156	0.8438	200
2/3/1989	11.5	156	0.8516	200
2/2/1989	11.4688	156	0.8359	200
2/1/1989	11.5	156	0.8359	200
1/31/1989	11.5938	156	0.8125	200
1/30/1989	11.5	156	0.8047	200
1/27/1989	11.4688	156	0.7969	200
1/26/1989	11.4063	156	0.8047	200
1/25/1989	11.25	156	0.7734	200
1/24/1989	11.3125	156	0.7266	200
1/23/1989	11.1875	156	0.7344	200
1/20/1989	11.25	156	0.75	200
1/19/1989	11.25	156	0.7578	200
1/18/1989	11.2813	156	0.75	200
1/17/1989	11.1875	156	0.7266	200
1/16/1989	11.1875	156	0.75	200
1/13/1989	11.125	156	0.75	200
1/12/1989	11.125	156	0.7656	200
1/11/1989	11.125	156	0.75	200
1/10/1989	11	156	0.7461	200
1/9/1989	11.0938	156	0.7422	200
1/6/1989	11.125	156	0.7578	200
1/5/1989	11.0938	156	0.7656	200
1/4/1989	11	156	0.7617	200
1/3/1989	10.8125	156	0.7422	200
12/30/1988	11	156	0.7422	200
12/29/1988	11.1875	156	0.7422	200
12/28/1988	11.2813	156	0.7109	200
12/27/1988	11.25	156	0.7188	200
12/23/1988	11.25	156	0.7109	200
12/22/1988	11.2813	156	0.6953	200
12/21/1988	11.3438	156	0.7109	200
12/20/1988	11.375	156	0.7266	200
12/19/1988	11.5313	156	0.7266	200
12/16/1988	11.375	156	0.7109	200
12/15/1988	11.25	156	0.6992	200
12/14/1988	11.25	156	0.668	200
12/13/1988	11.4063	156	0.6641	200
12/12/1988	11.1563	156	0.6719	200
12/9/1988	11.1563	156	0.6875	200
12/8/1988	11.0625	156	0.6758	200
12/7/1988	11.0938	156	0.6641	200
12/6/1988	11.0938	156	0.6797	200
12/5/1988	10.7188	156	0.6719	200
12/2/1988	10.5938	156	0.6641	200
12/1/1988	10.75	156	0.6484	200
11/30/1988	10.8125	156	0.625	200
11/29/1988	10.75	156	0.6367	200
11/28/1988	10.625	156	0.6328	200
11/25/1988	10.5	156	0.6328	200
11/23/1988	10.5	156	0.6484	200
11/22/1988	10.6563	156	0.6289	200
11/21/1988	10.5313	156	0.6172	200
11/18/1988	10.5313	156	0.7227	200
11/17/1988	10.375	156	0.7266	200
11/16/1988	10.25	156	0.7109	200
11/15/1988	10.7188	156	0.6875	200
11/14/1988	10.7188	156	0.7422	200
11/11/1988	10.6875	156	0.75	200
11/10/1988	11.0313	156	0.7734	200
11/9/1988	11.0625	156	0.7891	200
11/8/1988	11.0625	156	0.7773	200
11/7/1988	10.9688	156	0.7656	200
11/4/1988	11.1563	156	0.7734	200
11/3/1988	11.1563	156	0.7813	200
11/2/1988	11.2813	156	0.7734	200
11/1/1988	11.25	156	0.7695	200
10/31/1988	11.1875	156	0.7734	200
10/28/1988	11.1875	156	0.7773	200
10/27/1988	11.0938	156	0.7813	200
10/26/1988	11.3125	156	0.8125	200
10/25/1988	11.375	156	0.8359	200
10/24/1988	11.375	156	0.8438	200
10/21/1988	11.5313	156	0.8672	200
10/20/1988	11.375	156	0.8594	200
10/19/1988	11.1563	156	0.8242	200
10/18/1988	11.2813	156	0.8359	200
10/17/1988	11.2813	156	0.8047	200
10/14/1988	11.2813	156	0.8047	200
10/13/1988	11.25	156	0.7891	200
10/12/1988	11.25	156	0.7734	200
10/11/1988	11.4063	156	0.7891	200
10/10/1988	11.375	156	0.7734	200
10/7/1988	11.375	156	0.7773	200
10/6/1988	11.0938	156	0.832	200
10/5/1988	11.0625	156	0.7813	200
10/4/1988	11	156	0.7969	200
10/3/1988	11.0938	156	0.8242	200
9/30/1988	11.1875	156	0.8594	200
9/29/1988	11.3125	156	0.8672	200
9/28/1988	11.125	156	0.8516	200
9/27/1988	11.0625	156	0.8555	200
9/26/1988	11.1875	156	0.8594	200
9/23/1988	11.2188	156	0.8945	200
9/22/1988	11.125	156	0.875	200
9/21/1988	11.25	156	0.8906	200
9/20/1988	11.2813	156	0.8984	200
9/19/1988	11.25	156	0.9063	200
9/16/1988	11.4375	156	0.8984	200
9/15/1988	11.25	156	0.875	200
9/14/1988	11.3125	156	0.8984	200
9/13/1988	11.2188	156	0.875	200
9/12/1988	11.2188	156	0.875	200
9/9/1988	11.2813	156	0.875	200
9/8/1988	11.4063	156	0.8281	200
9/7/1988	11.4375	156	0.8398	200
9/6/1988	11.6563	156	0.8828	200
9/2/1988	11.7188	156	0.8672	200
9/1/1988	11.4688	156	0.8359	200
8/31/1988	11.625	156	0.875	200
8/30/1988	11.6563	156	0.8984	200
